"County","FIPS","Year","Gender","Age Cohort","Variable","Measure Type","Value"
"New Haven County","09009",2015,"All","85 to 89 years","Projected Population","Percent",1.55
"New Haven County","09009",2015,"All","90 years and Over","Projected Population","Number",9945
"New Haven County","09009",2015,"All","90 years and Over","Projected Population","Percent",1.13
"New Haven County","09009",2015,"Female","Total","Projected Population","Number",456449
"New Haven County","09009",2015,"Female","Total","Projected Population","Percent",51.79
"New Haven County","09009",2015,"Female","0 to 4 years","Projected Population","Number",23184
"New Haven County","09009",2015,"Female","0 to 4 years","Projected Population","Percent",5.08
"New Haven County","09009",2015,"Female","5 to 9 years","Projected Population","Number",23388
"New Haven County","09009",2015,"Female","5 to 9 years","Projected Population","Percent",5.12
"New Haven County","09009",2015,"Female","10 to 14 years","Projected Population","Number",25937
"New Haven County","09009",2015,"Female","10 to 14 years","Projected Population","Percent",5.68
"New Haven County","09009",2015,"Female","15 to 19 years","Projected Population","Number",32095
"New Haven County","09009",2015,"Female","15 to 19 years","Projected Population","Percent",7.03
"New Haven County","09009",2015,"Female","20 to 24 years","Projected Population","Number",28940
"New Haven County","09009",2015,"Female","20 to 24 years","Projected Population","Percent",6.34
"New Haven County","09009",2015,"Female","25 to 29 years","Projected Population","Number",27358
"New Haven County","09009",2015,"Female","25 to 29 years","Projected Population","Percent",5.99
"New Haven County","09009",2015,"Female","30 to 34 years","Projected Population","Number",30663
"New Haven County","09009",2015,"Female","30 to 34 years","Projected Population","Percent",6.72
"New Haven County","09009",2015,"Female","35 to 39 years","Projected Population","Number",27720
"New Haven County","09009",2015,"Female","35 to 39 years","Projected Population","Percent",6.07
"New Haven County","09009",2015,"Female","40 to 44 years","Projected Population","Number",27890
"New Haven County","09009",2015,"Female","40 to 44 years","Projected Population","Percent",6.11
"New Haven County","09009",2015,"Female","45 to 49 years","Projected Population","Number",31726
"New Haven County","09009",2015,"Female","45 to 49 years","Projected Population","Percent",6.95
"New Haven County","09009",2015,"Female","50 to 54 years","Projected Population","Number",33925
"New Haven County","09009",2015,"Female","50 to 54 years","Projected Population","Percent",7.43
"New Haven County","09009",2015,"Female","55 to 59 years","Projected Population","Number",33712
"New Haven County","09009",2015,"Female","55 to 59 years","Projected Population","Percent",7.39
"New Haven County","09009",2015,"Female","60 to 64 years","Projected Population","Number",28478
"New Haven County","09009",2015,"Female","60 to 64 years","Projected Population","Percent",6.24
"New Haven County","09009",2015,"Female","65 to 69 years","Projected Population","Number",24424
"New Haven County","09009",2015,"Female","65 to 69 years","Projected Population","Percent",5.35
"New Haven County","09009",2015,"Female","70 to 74 years","Projected Population","Number",17542
"New Haven County","09009",2015,"Female","70 to 74 years","Projected Population","Percent",3.84
"New Haven County","09009",2015,"Female","75 to 79 years","Projected Population","Number",12602
"New Haven County","09009",2015,"Female","75 to 79 years","Projected Population","Percent",2.76
"New Haven County","09009",2015,"Female","80 to 84 years","Projected Population","Number",10826
"New Haven County","09009",2015,"Female","80 to 84 years","Projected Population","Percent",2.37
"New Haven County","09009",2015,"Female","85 to 89 years","Projected Population","Number",8825
"New Haven County","09009",2015,"Female","85 to 89 years","Projected Population","Percent",1.93
"New Haven County","09009",2015,"Female","90 years and Over","Projected Population","Number",7214
"New Haven County","09009",2015,"Female","90 years and Over","Projected Population","Percent",1.58
"New Haven County","09009",2015,"Male","Total","Projected Population","Number",424925
"New Haven County","09009",2015,"Male","Total","Projected Population","Percent",48.21
"New Haven County","09009",2015,"Male","0 to 4 years","Projected Population","Number",24386
"New Haven County","09009",2015,"Male","0 to 4 years","Projected Population","Percent",5.74
"New Haven County","09009",2015,"Male","5 to 9 years","Projected Population","Number",24514
"New Haven County","09009",2015,"Male","5 to 9 years","Projected Population","Percent",5.77
"New Haven County","09009",2015,"Male","10 to 14 years","Projected Population","Number",26811
"New Haven County","09009",2015,"Male","10 to 14 years","Projected Population","Percent",6.31
"New Haven County","09009",2015,"Male","15 to 19 years","Projected Population","Number",32827
"New Haven County","09009",2015,"Male","15 to 19 years","Projected Population","Percent",7.73
"New Haven County","09009",2015,"Male","20 to 24 years","Projected Population","Number",30336
"New Haven County","09009",2015,"Male","20 to 24 years","Projected Population","Percent",7.14
"New Haven County","09009",2015,"Male","25 to 29 years","Projected Population","Number",25712
"New Haven County","09009",2015,"Male","25 to 29 years","Projected Population","Percent",6.05
"New Haven County","09009",2015,"Male","30 to 34 years","Projected Population","Number",28852
"New Haven County","09009",2015,"Male","30 to 34 years","Projected Population","Percent",6.79
"New Haven County","09009",2015,"Male","35 to 39 years","Projected Population","Number",26305
"New Haven County","09009",2015,"Male","35 to 39 years","Projected Population","Percent",6.19
"New Haven County","09009",2015,"Male","40 to 44 years","Projected Population","Number",25886
"New Haven County","09009",2015,"Male","40 to 44 years","Projected Population","Percent",6.09
"New Haven County","09009",2015,"Male","45 to 49 years","Projected Population","Number",29688
"New Haven County","09009",2015,"Male","45 to 49 years","Projected Population","Percent",6.99
"New Haven County","09009",2015,"Male","50 to 54 years","Projected Population","Number",32179
"New Haven County","09009",2015,"Male","50 to 54 years","Projected Population","Percent",7.57
"New Haven County","09009",2015,"Male","55 to 59 years","Projected Population","Number",31416
"New Haven County","09009",2015,"Male","55 to 59 years","Projected Population","Percent",7.39
"New Haven County","09009",2015,"Male","60 to 64 years","Projected Population","Number",25737
"New Haven County","09009",2015,"Male","60 to 64 years","Projected Population","Percent",6.06
"New Haven County","09009",2015,"Male","65 to 69 years","Projected Population","Number",21094
"New Haven County","09009",2015,"Male","65 to 69 years","Projected Population","Percent",4.96
"New Haven County","09009",2015,"Male","70 to 74 years","Projected Population","Number",14814
"New Haven County","09009",2015,"Male","70 to 74 years","Projected Population","Percent",3.49
"New Haven County","09009",2015,"Male","75 to 79 years","Projected Population","Number",9578
"New Haven County","09009",2015,"Male","75 to 79 years","Projected Population","Percent",2.25
"New Haven County","09009",2015,"Male","80 to 84 years","Projected Population","Number",7204
"New Haven County","09009",2015,"Male","80 to 84 years","Projected Population","Percent",1.7
"New Haven County","09009",2015,"Male","85 to 89 years","Projected Population","Number",4855
"New Haven County","09009",2015,"Male","85 to 89 years","Projected Population","Percent",1.14
"New Haven County","09009",2015,"Male","90 years and Over","Projected Population","Number",2731
"New Haven County","09009",2015,"Male","90 years and Over","Projected Population","Percent",0.64
"New Haven County","09009",2020,"All","Total","Projected Population","Number",898514
"New Haven County","09009",2020,"All","Total","Projected Population","Percent",24.27
"New Haven County","09009",2020,"All","0 to 4 years","Projected Population","Number",48731
"New Haven County","09009",2020,"All","0 to 4 years","Projected Population","Percent",5.42
"New Haven County","09009",2020,"All","5 to 9 years","Projected Population","Number",46807
"New Haven County","09009",2020,"All","5 to 9 years","Projected Population","Percent",5.21
"New Haven County","09009",2020,"All","10 to 14 years","Projected Population","Number",48892
"New Haven County","09009",2020,"All","10 to 14 years","Projected Population","Percent",5.44
"New Haven County","09009",2020,"All","15 to 19 years","Projected Population","Number",61316
"New Haven County","09009",2020,"All","15 to 19 years","Projected Population","Percent",6.82
"New Haven County","09009",2020,"All","20 to 24 years","Projected Population","Number",61937
"New Haven County","09009",2020,"All","20 to 24 years","Projected Population","Percent",6.89
"New Haven County","09009",2020,"All","25 to 29 years","Projected Population","Number",52703
"New Haven County","09009",2020,"All","25 to 29 years","Projected Population","Percent",5.87
"New Haven County","09009",2020,"All","30 to 34 years","Projected Population","Number",56622
"New Haven County","09009",2020,"All","30 to 34 years","Projected Population","Percent",6.3
"New Haven County","09009",2020,"All","35 to 39 years","Projected Population","Number",61596
"New Haven County","09009",2020,"All","35 to 39 years","Projected Population","Percent",6.86
"New Haven County","09009",2020,"All","40 to 44 years","Projected Population","Number",54935
"New Haven County","09009",2020,"All","40 to 44 years","Projected Population","Percent",6.11
"New Haven County","09009",2020,"All","45 to 49 years","Projected Population","Number",54128
"New Haven County","09009",2020,"All","45 to 49 years","Projected Population","Percent",6.02
"New Haven County","09009",2020,"All","50 to 54 years","Projected Population","Number",61086
"New Haven County","09009",2020,"All","50 to 54 years","Projected Population","Percent",6.8
"New Haven County","09009",2020,"All","55 to 59 years","Projected Population","Number",65126
"New Haven County","09009",2020,"All","55 to 59 years","Projected Population","Percent",7.25
"New Haven County","09009",2020,"All","60 to 64 years","Projected Population","Number",62572
"New Haven County","09009",2020,"All","60 to 64 years","Projected Population","Percent",6.96
"New Haven County","09009",2020,"All","65 to 69 years","Projected Population","Number",50540
"New Haven County","09009",2020,"All","65 to 69 years","Projected Population","Percent",5.62
"New Haven County","09009",2020,"All","70 to 74 years","Projected Population","Number",41431
"New Haven County","09009",2020,"All","70 to 74 years","Projected Population","Percent",4.61
"New Haven County","09009",2020,"All","75 to 79 years","Projected Population","Number",28502
"New Haven County","09009",2020,"All","75 to 79 years","Projected Population","Percent",3.17
